"","day","month","year","venue","ext","date","location","city","country","state","region","lat","lon","n","fixedc","standardc","fixedp","fixedfinal","noplace","fixedfinal2"
"1115","20","Jun","1980","West High Auditorium, Anchorage, AK, USA","http://www.setlist.fm/setlist/grateful-dead/1980/west-high-auditorium-anchorage-ak-33d60429.html",1980-06-20,"West High Auditorium","Anchorage","USA","AK","West",61.199717,-149.9165701,22,0.00503852153981576,1.57509449381332e-48,0.00503852153981576,6.35204410196995,0.00389309764309764,5.73755058958675
"1116","19","Jun","1980","West High Auditorium, Anchorage, AK, USA","http://www.setlist.fm/setlist/grateful-dead/1980/west-high-auditorium-anchorage-ak-2bd6042a.html",1980-06-19,"West High Auditorium","Anchorage","USA","AK","West",61.199717,-149.9165701,23,0.00320014205907217,3.41781613947041e-50,0.00320014205907217,6.73676667341281,0.0024726430976431,6.21556066893248
"1117","14","Jun","1980","Spokane Coliseum, Spokane, WA, USA","http://www.setlist.fm/setlist/grateful-dead/1980/spokane-coliseum-spokane-wa-23d6042b.html",1980-06-14,"Spokane Coliseum","Spokane","USA","WA","West",47.666492,-117.422068,23,0.00106671401969072,1.16914896419391e-50,0.00106671401969072,7.66790713976472,0.0024726430976431,6.21556066893248
"1118","13","Jun","1980","Seattle Center Arena, Seattle, WA, USA","http://www.setlist.fm/setlist/grateful-dead/1980/seattle-center-arena-seattle-wa-3bd60434.html",1980-06-13,"Seattle Center Arena","Seattle","USA","WA","West",47.6221,-122.353988,22,0.00671802871975435,2.82348913255414e-47,0.00671802871975435,6.10821611837022,0.00389309764309764,5.73755058958675
"1119","12","Jun","1980","Portland Memorial Coliseum, Portland, OR, USA","http://www.setlist.fm/setlist/grateful-dead/1980/portland-memorial-coliseum-portland-or-33d60435.html",1980-06-12,"Portland Memorial Coliseum","Portland","USA","OR","West",45.532141,-122.6693299,22,0.00839753589969293,1.09254646668064e-46,0.00839753589969293,5.91908844104737,0.00389309764309764,5.73755058958675
"1120","8","Jun","1980","Folsom Field, Boulder, CO, USA","http://www.setlist.fm/setlist/grateful-dead/1980/folsom-field-boulder-co-2bd60436.html",1980-06-08,"Folsom Field","Boulder","USA","CO","West",40.0094746,-105.266905,22,0.00503852153981576,4.3778494413224e-47,0.00503852153981576,6.35204410196995,0.00389309764309764,5.73755058958675
"1121","7","Jun","1980","Folsom Field, Boulder, CO, USA","http://www.setlist.fm/setlist/grateful-dead/1980/folsom-field-boulder-co-23d60437.html",1980-06-07,"Folsom Field","Boulder","USA","CO","West",40.0094746,-105.266905,24,0.00238308451207502,2.06491121399883e-52,0.00238308451207502,6.98662714210843,0.00184132996632997,6.52600729029557
"1122","5","Jun","1980","Compton Terrace, Tempe, AZ, USA","http://www.setlist.fm/setlist/grateful-dead/1980/compton-terrace-tempe-az-3bd60430.html",1980-06-05,"Compton Terrace","Tempe","USA","AZ","West",33.4382164,-111.6298583,24,0.00317744601610003,9.44188482318836e-52,0.00317744601610003,6.74279915850869,0.00184132996632997,6.52600729029557
"1123","31","May","1980","Metropolitan Sports Center, Bloomington, MN, USA","http://www.setlist.fm/setlist/grateful-dead/1980/metropolitan-sports-center-bloomington-mn-33d60431.html",1980-05-31,"Metropolitan Sports Center","Bloomington","USA","MN","Midwest",44.8418962,-93.3110646,23,0.00213342803938145,3.23389022138819e-50,0.00213342803938145,7.0804229147889,0.0024726430976431,6.21556066893248
"1124","30","May","1980","Milwaukee Auditorium, Milwaukee, WI, USA","http://www.setlist.fm/setlist/grateful-dead/1980/milwaukee-auditorium-milwaukee-wi-2bd60432.html",1980-05-30,"Milwaukee Auditorium","Milwaukee","USA","WI","Midwest",43.0417954,-87.9183946,19,0.00651376433300506,1.91791116967438e-41,0.00651376433300506,6.13438644853411,0.00754945286195286,5.04012933252186
"1125","29","May","1980","Des Moines Civic Center, Des Moines, IA, USA","http://www.setlist.fm/setlist/grateful-dead/1980/des-moines-civic-center-des-moines-ia-23d60433.html",1980-05-29,"Des Moines Civic Center","Des Moines","USA","IA","Midwest",41.5872889,-93.6204483,24,0.00158872300805001,2.54627537564694e-53,0.00158872300805001,7.33028338348452,0.00184132996632997,6.52600729029557
"1126","16","May","1980","Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1980/nassau-veterans-memorial-coliseum-uniondale-ny-3bd6043c.html",1980-05-16,"Nassau Veterans Memorial Coliseum","Uniondale","USA","NY","Northeast",40.7228732,-73.5905741,23,0.0448019888270104,3.67528137605023e-48,0.0448019888270104,4.50000571781991,0.0024726430976431,6.21556066893248
"1127","15","May","1980","Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1980/nassau-veterans-memorial-coliseum-uniondale-ny-33d6043d.html",1980-05-15,"Nassau Veterans Memorial Coliseum","Uniondale","USA","NY","Northeast",40.7228732,-73.5905741,22,0.0705393015574206,1.23790664526526e-47,0.0705393015574206,4.11528314637705,0.00389309764309764,5.73755058958675
"1128","14","May","1980","Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1980/nassau-veterans-memorial-coliseum-uniondale-ny-2bd6043e.html",1980-05-14,"Nassau Veterans Memorial Coliseum","Uniondale","USA","NY","Northeast",40.7228732,-73.5905741,22,0.0705393015574206,7.9963027375082e-48,0.0705393015574206,4.11528314637705,0.00389309764309764,5.73755058958675
"1129","12","May","1980","Boston Garden, Boston, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1980/boston-garden-boston-ma-23d6043f.html",1980-05-12,"Boston Garden","Boston","USA","MA","Northeast",42.366198,-71.062146,19,0.0781651719960607,3.87537637771897e-41,0.0781651719960607,4.02827753223055,0.00754945286195286,5.04012933252186
"1130","11","May","1980","Cumberland County Civic Center, Portland, ME, USA","http://www.setlist.fm/setlist/grateful-dead/1980/cumberland-county-civic-center-portland-me-3bd60438.html",1980-05-11,"Cumberland County Civic Center","Portland","USA","ME","Northeast",43.655522,-70.259255,23,0.00853371215752579,1.65174486757875e-50,0.00853371215752579,5.90545446483725,0.0024726430976431,6.21556066893248
"1131","10","May","1980","Hartford Civic Center, Hartford, CT, USA","http://www.setlist.fm/setlist/grateful-dead/1980/hartford-civic-center-hartford-ct-33d60439.html",1980-05-10,"Hartford Civic Center","Hartford","USA","CT","Northeast",41.768399,-72.6769853,22,0.0302311292388946,6.21056852166257e-48,0.0302311292388946,4.83341941064222,0.00389309764309764,5.73755058958675
"1132","8","May","1980","Glens Falls Civic Center, Glens Falls, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1980/glens-falls-civic-center-glens-falls-ny-2bd6043a.html",1980-05-08,"Glens Falls Civic Center","Glens Falls","USA","NY","Northeast",43.3081669,-73.6418534,21,0.0101678272515201,6.49386123756475e-46,0.0101678272515201,5.75695838587989,0.00589225589225589,5.3011199014969
"1133","7","May","1980","Barton Hall, Ithaca, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1980/barton-hall-ithaca-ny-23d6043b.html",1980-05-07,"Barton Hall","Ithaca","USA","NY","Northeast",42.4459844,-76.4806043,20,0.00854506017901186,3.42977014367046e-43,0.00854506017901186,5.90432813832203,0.00660248316498317,5.18127248376867
"1134","6","May","1980","Penn State Recreation Hall, University Park, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1980/penn-state-recreation-hall-university-park-pa-3bd60444.html",1980-05-06,"Penn State Recreation Hall","University Park","USA","PA","Northeast",40.7958637,-77.8694146,23,0.00213342803938145,7.13579710721478e-51,0.00213342803938145,7.0804229147889,0.0024726430976431,6.21556066893248
"1135","4","May","1980","Baltimore Civic Center, Baltimore, MD, USA","http://www.setlist.fm/setlist/grateful-dead/1980/baltimore-civic-center-baltimore-md-33d60445.html",1980-05-04,"Baltimore Civic Center","Baltimore","USA","MD","South",39.2885817,-76.6186668,20,0.0170901203580237,2.88961142811978e-43,0.0170901203580237,5.3168439133462,0.00660248316498317,5.18127248376867
"1136","2","May","1980","Hampton Coliseum, Hampton, VA, USA","http://www.setlist.fm/setlist/grateful-dead/1980/hampton-coliseum-hampton-va-2bd60446.html",1980-05-02,"Hampton Coliseum","Hampton","USA","VA","South",37.0346863,-76.3812743,20,0.059815421253083,3.40899148405079e-42,0.059815421253083,4.25505140770495,0.00660248316498317,5.18127248376867
"1137","1","May","1980","Greensboro Coliseum, Greensboro, NC, USA","http://www.setlist.fm/setlist/grateful-dead/1980/greensboro-coliseum-greensboro-nc-23d60447.html",1980-05-01,"Greensboro Coliseum","Greensboro","USA","NC","South",36.059723,-79.82555,22,0.0117565502595701,1.36237720928844e-47,0.0117565502595701,5.63390783770479,0.00389309764309764,5.73755058958675
"1138","29","Apr","1980","Fox Theater, Atlanta, GA, USA","http://www.setlist.fm/setlist/grateful-dead/1980/fox-theater-atlanta-ga-3bd60440.html",1980-04-29,"Fox Theater","Atlanta","USA","GA","South",33.7725845,-84.3856028,22,0.0167950717993859,2.85533420893057e-48,0.0167950717993859,5.33160421607155,0.00389309764309764,5.73755058958675
"1139","28","Apr","1980","Boutwell Auditorium, Birmingham, AL, USA","http://www.setlist.fm/setlist/grateful-dead/1980/boutwell-auditorium-birmingham-al-33d60441.html",1980-04-28,"Boutwell Auditorium","Birmingham","USA","AL","South",33.5218854,-86.8113629,20,0.00569670678600791,1.83641499094704e-42,0.00569670678600791,6.24798437969812,0.00660248316498332,5.18127248376864
"1140","5","Apr","1980","NBC Studios, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1980/nbc-studios-new-york-ny-2bd60442.html",1980-04-05,"NBC Studios","New York","USA","NY","Northeast",40.7593636,-73.980144,2,0.000170264089988549,4.29578099055796e-09,0.000170267068351113,9.22315537179721,0.000420741733946647,8.08058508289787
"1141","1","Apr","1980","Capitol Theatre, Passaic, NJ, USA","http://www.setlist.fm/setlist/grateful-dead/1980/capitol-theatre-passaic-nj-23d60443.html",1980-04-01,"Capitol Theatre","Passaic","USA","NJ","Northeast",41.0014617,-73.665461,20,0.0284835339300395,3.32601849737926e-41,0.0284835339300395,4.88388825242362,0.00660248316498364,5.18127248376859
"1142","31","Mar","1980","Capitol Theatre, Passaic, NJ, USA","http://www.setlist.fm/setlist/grateful-dead/1980/capitol-theatre-passaic-nj-3bd6044c.html",1980-03-31,"Capitol Theatre","Passaic","USA","NJ","Northeast",41.0014617,-73.665461,19,0.0325688216650253,1.31561060850865e-40,0.0325688216650253,4.77029032125961,0.00754945286195303,5.04012933252184
"1143","30","Mar","1980","Capitol Theatre, Passaic, NJ, USA","http://www.setlist.fm/setlist/grateful-dead/1980/capitol-theatre-passaic-nj-33d6044d.html",1980-03-30,"Capitol Theatre","Passaic","USA","NJ","Northeast",41.0014617,-73.665461,21,0.0254195681288002,7.85382701811048e-45,0.0254195681288002,4.98034648358122,0.00589225589225589,5.3011199014969
"1144","13","Jan","1980","Oakland-Alameda County Coliseum Arena, Oakland, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1980/oakland-alameda-county-coliseum-arena-oakland-ca-2bd6044e.html",1980-01-13,"Oakland-Alameda County Coliseum Arena","Oakland","USA","CA","West",37.7502917,-122.2030494,11,0.0209711437062602,6.17409495749247e-23,0.0209711437062602,5.14339331609928,0.000736533392914537,7.49092999301463
"1145","31","Dec","1979","Civic Auditorium, Oakland, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1979/civic-auditorium-oakland-ca-23d6044f.html",1979-12-31,"Civic Auditorium","Oakland","USA","CA","West",37.7976288,-122.2615781,25,0.0103493955952972,1.02882156777989e-52,0.0103493955952972,5.74195692208364,0.000999579124579125,7.16934160630313
"1146","30","Dec","1979","Civic Auditorium, Oakland, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1979/civic-auditorium-oakland-ca-3bd60448.html",1979-12-30,"Civic Auditorium","Oakland","USA","CA","West",37.7976288,-122.2615781,19,0.0781651719960607,7.41735106425876e-40,0.0781651719960607,4.02827753223055,0.00754945286195303,5.04012933252184
"1147","28","Dec","1979","Civic Auditorium, Oakland, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1979/civic-auditorium-oakland-ca-33d60449.html",1979-12-28,"Civic Auditorium","Oakland","USA","CA","West",37.7976288,-122.2615781,19,0.0781651719960607,3.43253856607039e-40,0.0781651719960607,4.02827753223055,0.00754945286195303,5.04012933252184
"1148","27","Dec","1979","Civic Auditorium, Oakland, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1979/civic-auditorium-oakland-ca-2bd6044a.html",1979-12-27,"Civic Auditorium","Oakland","USA","CA","West",37.7976288,-122.2615781,20,0.0683604814320949,3.46810573489604e-41,0.0683604814320949,4.14187546339456,0.00660248316498332,5.18127248376864
"1149","26","Dec","1979","Civic Auditorium, Oakland, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1979/civic-auditorium-oakland-ca-23d6044b.html",1979-12-26,"Civic Auditorium","Oakland","USA","CA","West",37.7976288,-122.2615781,22,0.0403081723185261,2.05758599023165e-46,0.0403081723185261,4.58959142704248,0.00389309764309764,5.73755058958675
"1150","11","Dec","1979","Memorial Hall, Kansas City, KS, USA","http://www.setlist.fm/setlist/grateful-dead/1979/memorial-hall-kansas-city-ks-3bd60454.html",1979-12-11,"Memorial Hall","Kansas City","USA","KS","Midwest",39.1121894,-94.6275615,21,0.0177936976901602,5.25358083467983e-45,0.0177936976901602,5.28265010521446,0.00589225589225589,5.3011199014969
"1151","10","Dec","1979","Memorial Hall, Kansas City, KS, USA","http://www.setlist.fm/setlist/grateful-dead/1979/memorial-hall-kansas-city-ks-33d60455.html",1979-12-10,"Memorial Hall","Kansas City","USA","KS","Midwest",39.1121894,-94.6275615,21,0.0177936976901602,1.39529507178639e-46,0.0177936976901602,5.28265010521446,0.00589225589225589,5.3011199014969
"1152","9","Dec","1979","Kiel Auditorium, St. Louis, MO, USA","http://www.setlist.fm/setlist/grateful-dead/1979/kiel-auditorium-st-louis-mo-2bd60456.html",1979-12-09,"Kiel Auditorium","St. Louis","USA","MO","Midwest",38.6275743,-90.2014637,23,0.00746699813783507,5.61124552517558e-52,0.00746699813783507,6.01863040914765,0.0024726430976431,6.21556066893248
"1153","7","Dec","1979","Indiana Convention Center, Indianapolis, IN, USA","http://www.setlist.fm/setlist/grateful-dead/1979/indiana-convention-center-indianapolis-in-23d60457.html",1979-12-07,"Indiana Convention Center","Indianapolis","USA","IN","Midwest",39.7642677,-86.1636149,22,0.00167950717993859,5.22810998610338e-48,0.00167950717993859,7.28318456832187,0.00389309764309764,5.73755058958675
"1154","5","Dec","1979","Uptown Theater, Chicago, IL, USA","http://www.setlist.fm/setlist/grateful-dead/1979/uptown-theater-chicago-il-3bd60450.html",1979-12-05,"Uptown Theater","Chicago","USA","IL","Midwest",41.9694773,-87.6598354,23,0.0181341383347423,4.81032192622441e-50,0.0181341383347423,5.26658720035529,0.0024726430976431,6.21556066893248
"1155","4","Dec","1979","Uptown Theater, Chicago, IL, USA","http://www.setlist.fm/setlist/grateful-dead/1979/uptown-theater-chicago-il-33d60451.html",1979-12-04,"Uptown Theater","Chicago","USA","IL","Midwest",41.9694773,-87.6598354,20,0.0484220076810672,3.31817000977588e-41,0.0484220076810672,4.4341486652645,0.00660248316498348,5.18127248376862
